#Sample,Regressor_0_USD,Regressor_1_EUR-EURIBOR-3M,Regressor_2_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
962,1.394941,0.010217,0.014978,2942723.637791,0.000000,1784027.818359,1852580.809479,-406320.590667,2096519.677726
963,1.396542,-0.003038,0.016970,2994455.765428,0.000000,1784027.818359,1852580.809479,1367397.455629,2096519.677726
964,1.402418,0.000004,0.025743,2998630.524125,0.000000,1784027.818359,1852580.809479,148578.380173,2096519.677726
965,1.402469,-0.002593,0.009793,2991044.952729,0.000000,1784027.818359,1852580.809479,-1399005.590391,2096519.677726
966,1.408143,0.014411,0.019450,2980432.367436,0.000000,1784027.818359,1852580.809479,735587.653464,2096519.677726
967,1.409672,0.022145,0.042721,3035596.488338,0.000000,1784027.818359,1852580.809479,2904713.307785,2096519.677726
968,1.414223,0.000434,0.005198,2986674.775181,0.000000,1784027.818359,1852580.809479,905189.312465,2096519.677726
969,1.423190,0.007014,0.028466,3018945.496672,2596237.458447,1784027.818359,1852580.809479,164359.652375,2096519.677726
970,1.427179,0.009018,0.024674,3020802.865882,0.000000,1784027.818359,1852580.809479,2017483.759628,2096519.677726
971,1.428378,0.010318,0.027169,3025469.693939,0.000000,1784027.818359,1852580.809479,1328697.310748,2096519.677726
972,1.431116,0.000249,0.003408,3016886.745643,0.000000,1784027.818359,1852580.809479,-434030.358353,2096519.677726
973,1.431197,-0.002924,-0.012212,2991571.211053,0.000000,1784027.818359,1852580.809479,1809940.854835,2096519.677726
974,1.435280,0.003536,0.025883,3048847.461945,0.000000,1784027.818359,1852580.809479,-1171195.642922,2096519.677726
975,1.444585,0.000168,-0.002743,3027937.855104,0.000000,1784027.818359,1852580.809479,-2508557.087769,2096519.677726
976,1.450781,-0.013691,-0.010927,3138896.950167,0.000000,1784027.818359,1852580.809479,-540720.871456,2096519.677726
977,1.458138,0.011690,-0.000522,3030655.614058,0.000000,1784027.818359,1852580.809479,1938809.108641,2096519.677726
978,1.460575,-0.001320,0.014993,3106831.352918,0.000000,1784027.818359,1852580.809479,-739993.846557,2096519.677726
979,1.463074,-0.000969,0.005705,3092001.624246,0.000000,1784027.818359,1852580.809479,-1018773.255365,2096519.677726
980,1.476013,-0.008803,0.009696,3185192.181399,0.000000,1784027.818359,1852580.809479,-3233964.216807,2096519.677726
981,1.478319,0.001037,0.025549,3142825.673279,0.000000,1784027.818359,1852580.809479,1802050.810896,2096519.677726
982,1.497784,-0.000793,0.012991,3173233.222682,0.000000,1784027.818359,1852580.809479,1640612.594376,2096519.677726
983,1.515295,-0.001361,-0.003822,3172945.223283,0.000000,1784027.818359,1852580.809479,-514245.963349,2096519.677726
984,1.532887,-0.004798,-0.021789,3172516.381725,0.000000,1784027.818359,1852580.809479,1617201.485923,2096519.677726
985,1.536411,0.006858,0.024354,3235735.315806,0.000000,1784027.818359,1852580.809479,-1054583.379297,2096519.677726
986,1.540882,-0.011338,-0.010664,3287802.765994,0.000000,1784027.818359,1852580.809479,-391735.939821,2096519.677726
987,1.547557,0.014632,0.011844,3235911.868440,0.000000,1784027.818359,1852580.809479,1447067.556647,2096519.677726
988,1.556409,0.009814,-0.010031,3193542.122832,0.000000,1784027.818359,1852580.809479,-2495982.468562,2096519.677726
989,1.567339,-0.000862,0.019320,3318109.448054,0.000000,1784027.818359,1852580.809479,-686453.527478,2096519.677726
990,1.585533,0.014514,0.008083,3300171.594684,0.000000,1784027.818359,1852580.809479,-2220716.762080,2096519.677726
991,1.600035,-0.000211,-0.025838,3255803.608016,0.000000,1784027.818359,1852580.809479,197739.292534,2096519.677726
992,1.635144,-0.019541,0.003891,3600723.619406,0.000000,1784027.818359,1852580.809479,-1682611.067120,2096519.677726
993,1.646906,0.000634,0.012437,3452440.323539,0.000000,1784027.818359,1852580.809479,-1950280.748201,2096519.677726
994,1.676535,-0.020828,-0.005631,3675243.276929,0.000000,1784027.818359,1852580.809479,-533958.193855,2096519.677726
995,1.686507,0.000028,0.006312,3519421.739239,0.000000,1784027.818359,1852580.809479,-661612.681837,2096519.677726
996,1.737580,0.000040,0.017163,3635177.656328,0.000000,1784027.818359,1852580.809479,-1405415.349171,2096519.677726
997,1.786328,-0.014658,0.010907,3835776.091474,0.000000,1784027.818359,1852580.809479,2263556.690922,2096519.677726
998,1.851095,0.005502,0.020097,3830340.130191,0.000000,1784027.818359,1852580.809479,-145614.136160,2096519.677726
999,2.132139,0.001488,-0.007638,4310920.110419,0.000000,1784027.818359,1852580.809479,-707858.077520,2096519.677726
